<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,60,25/11/20,17:00,249.7700000,250.2400000,248.6600000,248.9500000,6769910
SBER,60,25/11/20,18:00,248.9900000,251.8900000,248.0100000,251.3500000,16907760
SBER,60,25/11/20,19:00,251.2900000,251.2900000,250.1500000,250.9500000,2165210
SBER,60,25/11/20,20:00,250.9200000,251.1200000,250.3300000,250.6400000,1125980
SBER,60,25/11/20,21:00,250.6400000,252.0000000,250.3800000,251.7800000,2604710
SBER,60,25/11/20,22:00,251.6900000,251.8000000,251.0000000,251.2300000,1290150
SBER,60,25/11/20,23:00,251.2300000,252.0000000,251.0300000,251.9100000,1337820
SBER,60,26/11/20,10:00,252.2000000,252.8800000,248.7300000,248.7500000,14301780
SBER,60,26/11/20,11:00,248.7700000,251.2000000,248.5500000,249.7700000,12177350
SBER,60,26/11/20,12:00,249.7700000,250.0800000,248.8800000,249.1200000,4910530
SBER,60,26/11/20,13:00,249.1200000,249.4000000,247.4400000,248.0400000,8015850
SBER,60,26/11/20,14:00,248.0500000,249.3000000,248.0000000,249.1000000,5447980
SBER,60,26/11/20,15:00,249.0900000,249.4900000,248.3000000,249.0300000,7363050
SBER,60,26/11/20,16:00,249.0300000,250.0200000,248.8700000,249.6600000,9376730
SBER,60,26/11/20,17:00,249.6600000,250.5300000,249.5000000,250.3500000,5156010
SBER,60,26/11/20,18:00,250.3600000,251.5000000,250.2000000,251.5000000,9115040
SBER,60,26/11/20,19:00,251.0900000,251.4800000,250.5600000,250.7700000,1630010
SBER,60,26/11/20,20:00,250.7300000,250.9300000,250.2900000,250.5400000,956220
SBER,60,26/11/20,21:00,250.5400000,250.7900000,250.4000000,250.6900000,284880
SBER,60,26/11/20,22:00,250.6900000,250.7500000,250.3100000,250.4100000,425060
SBER,60,26/11/20,23:00,250.4200000,250.5500000,250.1000000,250.1000000,642110
SBER,60,27/11/20,10:00,250.3100000,250.9200000,248.2600000,248.7400000,7070680
SBER,60,27/11/20,11:00,248.8000000,249.8900000,248.0300000,248.8200000,6981490
SBER,60,27/11/20,12:00,248.8500000,249.6700000,248.4000000,249.5300000,4544890
SBER,60,27/11/20,13:00,249.5600000,250.3500000,249.1800000,249.5400000,2908250
SBER,60,27/11/20,14:00,249.5500000,249.7900000,248.7000000,249.2100000,3143550
